% 1.Title: Kinopoisk serials database
%
% 2.Sources:
%   (a) Creator: Vysotin Danil
%   (b) Date: October, 2024
%
@RELATION kinopoisk

@ATTRIBUTE id integer
@ATTRIBUTE title string
@ATTRIBUTE rating numeric
@ATTRIBUTE number_of_ratings integer
@ATTRIBUTE country string
@ATTRIBUTE genre {драма,комедия,боевик,фантастика,ужасы,мелодрама,триллер,приключения,документальный,аниме,криминал,история,фэнтези,спорт,мультфильм,детский,музыка,военный,детектив,биография,мюзикл,реальноеТВ,игра}
@ATTRIBUTE director string
@ATTRIBUTE age_rate {0+,6+,12+,16+,18+}
@ATTRIBUTE year integer
@ATTRIBUTE review_count integer
@ATTRIBUTE duration_minutes integer

@DATA
823,'Инкассаторы',7.0,21577,'Россия',боевик,'Юрий Быков',18+,2012,3,50
824,'Штрафник',7.5,21574,'Россия',боевик,'Олег Фомин',18+,2016,4,?
825,'Интервью с вампиром',7.5,21535,'США',фэнтези,'Леван Акин',18+,2022,8,50
826,'Обречён любить тебя',7.8,21514,'Корея Южная',мелодрама,'Ли Дон-юн',18+,2014,7,60
827,'Время побеждать: Расцвет династии Лейкерс',8.6,21498,'США',драма,'Салли Ричардсон-Уитфилд',18+,2022,7,59
828,'Первое кафе «Принц»',7.9,21431,'Корея Южная',мелодрама,'Ли Юн-джон',18+,2007,23,65
829,'Золотая кровь. Чёртов кистень',7.2,21389,'Россия',детектив,'Дмитрий Магонов',12+,2021,?,44
830,'Наша первая жизнь',7.9,21333,'Корея Южная',драма,'Пак Чун-хва',18+,2017,5,60
831,'Принц с чердака',8.1,21303,'Корея Южная',фантастика,'Ан Гиль-хо',18+,2012,18,70
832,'На грани',8.0,21201,'США',комедия,'Майкл Леманн',18+,2015,9,30
833,'Тоботы',8.4,21191,'Корея Южная',мультфильм,'Ли Даль',6+,2010,?,22
834,'Пелагия и белый бульдог',7.5,21152,'Россия',детектив,'Юрий Мороз',18+,2009,15,43
835,'Три куруша',8.3,21148,'Турция',боевик,'Синан Озтюрк',18+,2021,1,120
836,'Милые обманщицы: Первородный грех',7.1,21128,'США',ужасы,'Лиза Сопер',18+,2022,3,?
837,'Чёрная лестница',7.7,21124,'Россия',триллер,'Сахат Дурсунов',18+,2019,?,48
838,'Я так долго ждал тебя',7.7,21119,'Турция',драма,'Elif Akarsu Polat',18+,2021,?,120
839,'Кухня купидона',8.2,21035,'Китай',мелодрама,'Ли Цзунь',18+,2022,2,45
840,'Лабиринт',7.4,21019,'Чехия',криминал,'Иржи Страх',18+,2015,?,58
841,'Петля Нестерова',7.4,20990,'Россия',детектив,'Илья Казанков',18+,2015,?,50
842,'Танцы на песке',6.8,20964,'Россия',детектив,'Владимир Койфман',18+,2020,?,44
843,'Санктуарий: История ведьмы',7.2,20964,'США',фэнтези,'Джастин Молотников',18+,2024,?,?
844,'Коп',7.5,20954,'Россия',комедия,'Радда Новикова',18+,2018,1,48
845,'Агент национальной безопасности. Возвращение',7.2,20934,'Россия',боевик,'Дмитрий Светозаров',18+,2019,3,52
846,'Красавцы',8.3,20927,'США',комедия,'Джулиан Фарино',18+,2004,46,28
847,'Снайпер: Оружие возмездия',6.8,20909,'Россия',военный,'Александр Ефремов',18+,2009,22,?
848,'Если мужчина любит',7.6,20887,'Турция',драма,'Омюр Атай',18+,2022,?,45
849,'Родственнички',7.7,20884,'Украина',комедия,'Андрей Яковлев',18+,2016,?,48
850,'Убить Сталина',7.3,20798,'Россия',детектив,'Сергей Гинзбург',18+,2013,6,?
851,'Про Веру',7.1,20744,'Россия',драма,'Евгений Семенов',18+,2017,5,53
852,'Плакать нельзя',7.1,20704,'Россия',триллер,'Наталья Назарова',18+,2022,2,44
853,'Саня, газуй!',7.2,20652,'Россия',комедия,'Филипп Абрютин',16+,2021,?,24
854,'Под венец без свиданий',7.7,20650,'Корея Южная',комедия,'Чжон Чжэ Ли',18+,2014,6,65
855,'Граф Монте-Кристо',7.7,20603,'Франция',триллер,'Жозе Дайан',18+,1998,18,?
856,'Путешествия Чангэ',8.5,20438,'Китай',боевик,'Чу Юй-Бунь',18+,2021,2,45
857,'Смотритель маяка',7.4,20394,'Россия',детектив,'Павел Дроздов',18+,2018,6,50
858,'Клим',6.9,20360,'Россия',детектив,'Карен Оганесян',18+,2016,9,?
859,'Птица в клетке',6.9,20356,'Украина',мелодрама,'Анатолий Григорьев',12+,2013,?,47
860,'Диверсанты',8.2,20331,'Россия',документальный,'Олег Бобало-Яремчук',18+,2012,2,44
861,'Пекарь и красавица',7.4,20292,'Израиль',драма,'Стив Перлман',18+,2020,1,43
862,'Не отпускай мою руку',7.8,20268,'Турция',драма,'Mücahit Akyoldas',18+,2018,2,120
863,'Последний бой',7.6,20258,'Россия',военный,'Иван Шурховецкий',18+,2012,3,45
864,'Листьев. Новый взгляд',7.1,19938,'Россия',биография,'Родион Чепель',18+,2020,2,?
865,'Лишний',7.2,19877,'Россия',детектив,'Руслан Ибрагимов',12+,2017,?,44
867,'Рыцарь нашего времени',7.2,19825,'Россия',детектив,'Вячеслав Лавров',12+,2019,1,44
868,'Туман',7.8,19820,'Россия',фантастика,'Иван Шурховецкий',18+,2010,?,43
869,'Волчье солнце',7.6,19800,'Беларусь',драма,'Сергей Гинзбург',18+,2014,4,50
870,'Клетки Ю-ми',8.1,19794,'Корея Южная',комедия,'Ли Сан-ёп',18+,2021,3,60
871,'Три дня лейтенанта Кравцова',7.5,19785,'Россия',драма,'Александр Даруга',12+,2011,7,?
872,'След лисицы на камнях',7.3,19767,'Россия',детектив,'Антон Павлючик',12+,2019,?,44
873,'Золотая кровь. Чертолье',7.0,19742,'Россия',детектив,'Дмитрий Магонов',12+,2021,?,44
874,'Френдзона',6.9,19735,'Россия',драма,'Фёдор Кравчук',18+,2021,1,24
875,'Охота на изюбря',7.6,19727,'Россия',криминал,'Абай Карпыков',18+,2005,5,50
876,'Ялта-45',7.4,19707,'Россия',боевик,'Тигран Кеосаян',18+,2011,8,50
877,'Сигнал',8.2,19598,'Корея Южная',детектив,'Ким Вон-сок',18+,2016,13,75
878,'Кочевница',6.9,19593,'Россия',детектив,'Дмитрий Магонов',18+,2022,?,44
879,'Мой странный герой',7.8,19587,'Корея Южная',драма,'Хам Джун-хо',18+,2018,2,60
880,'Переводчик',7.5,19526,'Россия',военный,'Андрей Прошкин',18+,2013,7,50
881,'Цыганка',7.8,19515,'Украина',мелодрама,'Александр Тименко',18+,2019,?,49
882,'Босх',7.9,19471,'США',детектив,'Алекс Закржевский',18+,2014,8,50
883,'Королева кольца',7.7,19469,'Корея Южная',мелодрама,'Квон Сон-чхан',18+,2017,?,75
884,'Рэй Донован',7.8,19452,'США',драма,'Джон Дал',18+,2013,19,60
885,'Ловушка',7.6,19446,'Россия',драма,'Сергей Коротаев',18+,2013,4,45
886,'Джокер',7.4,19440,'Россия',боевик,'Дмитрий Лавров',18+,2010,1,50
887,'Смешарики. Азбука прав ребенка',8.2,19386,'Россия',мультфильм,'Алексей Горбунов',0+,2009,1,2
888,'Ха Ру, которого я встретила случайно',7.7,19359,'Корея Южная',мелодрама,'Ким Сан-хёп',18+,2019,5,70
889,'Серафима прекрасная',6.5,19340,'Россия',мелодрама,'Каринэ Фолиянц',18+,2011,13,50
890,'Визит к Минотавру',8.1,19329,'СССР',криминал,'Эльдор Уразбаев',18+,1987,15,?
891,'Кольцо',7.9,19319,'Турция',боевик,'Волкан Коджатюрк',18+,2019,3,120
892,'Коготь из Мавритании 2',7.2,19314,'Россия',детектив,'Наталья Хлопецкая',12+,2016,1,?
893,'Супер Крылья: Джетт и его друзья',7.7,19277,'США',мультфильм,'Бенджи Рэндалл',0+,2015,?,15
894,'Вок любви',7.9,19269,'Корея Южная',мелодрама,'Пак Сон-хо',18+,2018,2,35
895,'#СидЯдома',7.5,19216,'Россия',комедия,'Ольга Френкель',18+,2020,4,20
896,'Мама',7.1,19185,'Россия',мелодрама,'Гузэль Киреева',18+,2018,?,47
897,'Ангел Бэби',8.4,19157,'Россия',мультфильм,'Ринат Газизов',0+,2015,?,6
898,'Ничего страшного, это любовь',8.2,19116,'Корея Южная',мелодрама,'Ким Гю-тхэ',18+,2014,12,60
899,'Ди.Грэй-мен',7.9,19112,'Япония',аниме,'Нана Харада',18+,2006,20,22
900,'Смешарики: Азбука дружелюбия',8.3,19013,'Россия',мультфильм,'Александра Аверьянова',0+,2009,1,2
901,'Angry Birds. Сердитые птички',7.5,18997,'Финляндия',мультфильм,'Eric Guaglione',6+,2013,?,5
902,'Мы не дети',7.6,18955,'Россия',драма,'Игорь Днепров',6+,2023,?,16
903,'Их было десять',7.0,18947,'Франция',триллер,'Паскаль Ложье',18+,2020,6,50
904,'Куба',7.9,18855,'Россия',детектив,'Андрей Щербинин',18+,2016,?,45
905,'Сармат',7.0,18815,'Россия',боевик,'Ефрем Назаров',18+,2023,?,48
906,'Внутренняя красота',7.7,18783,'Корея Южная',мелодрама,'Сон Хён-ук',18+,2018,1,80
907,'Наследство',6.8,18759,'Россия',комедия,'Галя Шиян',18+,2022,?,25
908,'СОБР',7.7,18717,'Россия',боевик,'Станислав Мареев',18+,2011,2,46
909,'Идеальная жена',6.6,18632,'Россия',мелодрама,'Денис Елеонский',18+,2018,?,48
910,'Чёрное солнце',7.7,18623,'Корея Южная',триллер,'Ким Сон-ён',18+,2021,2,70
911,'Смерть шпионам: Лисья нора',7.6,18620,'Беларусь',боевик,'Александр Даруга',12+,2012,2,?
912,'Психометрик',7.8,18602,'Корея Южная',мелодрама,'Ким Бён-су',18+,2019,1,65
913,'Служба новостей',8.1,18534,'США',драма,'Алан Пол',18+,2012,42,60
914,'Цвет волшебства',7.2,18527,'Великобритания',фэнтези,'Вадим Жан',12+,2008,17,?
915,'Бомба',7.2,18458,'Украина',боевик,'Олег Фесенко',18+,2013,1,44
916,'Кубокот — в школу без забот',8.9,18433,'Россия',мультфильм,'Евгений Дьячков',6+,2023,?,?
917,'Везуха!',7.9,18409,'Россия',мультфильм,'Елизавета Скворцова',6+,2010,4,5
918,'Цветняшки',8.9,18379,'Россия',мультфильм,'Гаянэ Охота',0+,2021,?,5
919,'Ты тоже человек?',8.1,18350,'Корея Южная',мелодрама,'Чха Ён-хун',18+,2018,5,35
920,'Ева',7.9,18346,'Корея Южная',мелодрама,'Пак Пон-соп',18+,2022,3,60
921,'Школа Мурим',7.8,18128,'Корея Южная',боевик,'Ли Со-ён',18+,2016,3,70
922,'Братья',7.1,18036,'Россия',комедия,'Данил Lumerz',18+,2021,?,24
923,'Сын',8.0,18020,'США',драма,'Кевин Даулинг',18+,2017,4,44
924,'Смерть шпионам: Ударная волна',7.6,17961,'Беларусь',военный,'Александр Даруга',12+,2012,?,193
925,'Нарушение правил',7.1,17845,'Россия',мелодрама,'Леонид Мазор',12+,2015,1,50
926,'Бесит',6.8,17817,'Россия',комедия,'Василиса Кузьмина',18+,2021,6,15
927,'Наше тело',8.8,17815,'Великобритания',мультфильм,'Лусила Иньигес',12+,2023,?,?
929,'Петр Лещенко. Все, что было…',7.9,17762,'Россия',мелодрама,'Владимир Котт',12+,2013,6,53
930,'Любовь во время звездопада',8.3,17749,'Китай',мелодрама,'Чу Юй-Бунь',18+,2023,2,45
931,'Привет, монстр!',7.9,17715,'Корея Южная',мелодрама,'Ким Джин-вон',18+,2015,4,60
932,'Под неласковым небом',7.2,17703,'Россия',драма,'Игорь Багатурия',18+,2022,?,45
933,'Крепость',8.7,17698,'Россия',драма,'Александр Котт',18+,2011,?,46
934,'Доктор Живаго',7.9,17687,'Россия',драма,'Александр Прошкин',18+,2005,24,44
935,'Скажи: я люблю тебя',7.6,17681,'Япония',аниме,'Тосимаса Куроянаги',18+,2012,6,24
936,'Солнце в объятиях Луны',8.0,17592,'Корея Южная',мелодрама,'Ли Сон-джун',18+,2012,12,70
937,'Невидимые',7.0,17554,'Франция',криминал,'Этьен Юэ',18+,2021,?,52
938,'Я это уже видел',8.0,17487,'Россия',мультфильм,'Егор Лоскутов',18+,2020,6,12
939,'Графиня де Монсоро',8.0,17395,'Россия',драма,'Владимир Попков',18+,1997,22,52
940,'Метод Лавровой',6.9,17369,'Россия',драма,'Владислав Николаев',18+,2011,12,43
941,'Слава',7.5,17344,'Россия',драма,'Антон Азаров',18+,2015,6,?
942,'Блэк',7.8,17335,'Корея Южная',драма,'Ким Хон-сон',18+,2017,3,60
943,'Совершенно летние',7.0,17309,'Россия',комедия,'Антон Федотов',12+,2021,4,24
944,'Фи, Чи, Пи',7.8,17244,'Турция',драма,'Мерт Байкал',18+,2017,3,60
945,'Дальнобойщики 3. Десять лет спустя',6.2,17151,'Россия',драма,'Марина Видинеева',18+,2011,12,45
946,'Душа не слышит',7.6,17144,'Турция',драма,'Айтач Чичек',18+,2023,?,45
947,'Жена полицейского',7.5,17079,'Россия',драма,'Александр Соловьёв',18+,2017,2,52
948,'Даль-ли и камджатхан',8.0,17070,'Корея Южная',мелодрама,'Ли Джон-соп',18+,2021,4,70
949,'Мир задолжал мне первую любовь',7.9,17055,'Китай',мелодрама,'Чэнь Шии',18+,2019,1,50
950,'Зелёный фургон',7.2,17033,'Россия',детектив,'Сергей Крутин',18+,2019,5,50
951,'Полицейская академия',7.8,16904,'Корея Южная',комедия,'Ю Гван-мо',18+,2021,?,70
952,'Русский перевод',7.9,16903,'Россия',детектив,'Александр Черняев',18+,2006,9,50
953,'Две жены',6.3,16900,'Россия',мелодрама,'Карен Захаров',18+,2017,?,45
954,'Герой нашего времени',7.9,16889,'Россия',триллер,'Александр Котт',12+,2006,39,52
955,'Поросёнок',8.5,16847,'Россия',мультфильм,'Наталья Березовая',0+,2014,1,6
957,'Шелест',7.7,16705,'Россия',боевик,'Дмитрий Коробкин',18+,2016,3,46
958,'Совёнок Хоп-Хоп',8.4,16703,'Россия',мультфильм,'Мария Поддубная',0+,2018,?,?
960,'Шеф Ким',8.1,16495,'Корея Южная',драма,'Ли Джэ-хун',18+,2017,4,60
961,'Напарницы',7.4,16436,'Россия',мелодрама,'Гузэль Киреева',18+,2016,?,48
963,'Герой-рационал перестраивает королевство',7.9,16300,'Япония',аниме,'Такаси Ватанабэ',18+,2021,5,24
964,'Игра: Обратный отсчет',7.8,16292,'Корея Южная',детектив,'Чан Джун-хо',18+,2020,4,60
965,'Кордон следователя Савельева',7.7,16288,'Россия',детектив,'Сергей Крутин',18+,2012,1,49
966,'Семейный бизнес',7.1,16226,'Россия',комедия,'Алексей Чистиков',18+,2014,5,?
967,'Малышарики. Сказки',8.6,16211,'Россия',мультфильм,'Марина Мошкова',0+,2020,?,?
968,'Личная жизнь',7.4,16207,'США',мелодрама,'Сэм Бойд',18+,2020,6,35
969,'Последний бронепоезд',7.0,16182,'Россия',боевик,'Зиновий Ройзман',18+,2006,7,?
970,'Моя девочка',7.5,16163,'Россия',детектив,'Каролина Кубринская',18+,2023,?,42
971,'Сыщицы',6.9,16094,'Россия',детектив,'Дмитрий Магонов',18+,2023,?,?
972,'Териус у меня за спиной',7.9,16088,'Корея Южная',детектив,'Пак Сан-у',18+,2018,3,60
973,'Жажда мести',7.4,16057,'Испания',триллер,'Рафаэль Монтесинос',18+,2021,1,60
974,'Форт Боярд',8.0,16025,'Россия',игра,'Дмитрий Васильев',18+,2019,1,68
975,'Снайпер 2: Тунгус',6.7,16022,'Беларусь',боевик,'Олег Фесенко',18+,2012,11,?
976,'Врачи неотложки',7.9,16017,'Корея Южная',комедия,'Ким Чхоль-гю',18+,2014,5,60
977,'Хиромант 2',7.2,15982,'Россия',триллер,'Ярослав Мочалов',18+,2007,5,?
978,'Мститель. Страшный лес',6.6,15934,'Россия',боевик,'Павел Еремин',18+,2023,?,48
979,'Слаймики',8.4,15905,'Россия',детский,'Арам Вардазарян',0+,2023,?,?
980,'Андреевский флаг',7.8,15871,'Россия',драма,'Виталий Воробьев',12+,2020,?,48
981,'Три дороги',7.5,15841,'Россия',мелодрама,'Мирослав Малич',12+,2016,4,44
982,'Запрет на браки в Чосоне',8.1,15833,'Корея Южная',мелодрама,'Пак Сан-у',18+,2022,1,70
983,'Лучше не бывает',6.9,15798,'Россия',комедия,'Евгений Семенов',18+,2015,2,?
984,'Одержимые мечтой',8.3,15754,'Корея Южная',мелодрама,'Ким Сон-юн',18+,2011,21,65
985,'Мама-детектив',7.6,15752,'Россия',детектив,'Михаил Вайнберг',12+,2012,2,?
986,'Авеню 5',6.9,15748,'США',фантастика,'Энни Гриффин',18+,2020,9,?
987,'Любовники',7.5,15690,'США',драма,'Джеффри Рейнер',18+,2014,24,60
988,'Великолепная пятёрка',7.7,15684,'Россия',детектив,'Сергей Полуянов',18+,2019,?,39
989,'Осколки',7.3,15668,'Россия',мелодрама,'Владимир Нахабцев мл.',12+,2017,?,50
990,'4400',6.6,15663,'США',фантастика,'Дженис Кук-Леонард',18+,2021,1,42
991,'Джокер 2. Операция «Капкан»',7.6,15599,'Россия',боевик,'Михаил Погосов',18+,2016,?,?
992,'Завучи',7.6,15595,'США',комедия,'Джоди Хилл',18+,2016,4,30
993,'Столкновение',7.7,15562,'Турция',боевик,'Улуч Байрактар',18+,2018,?,120
994,'Частный заказ',7.2,15538,'Россия',драма,'Сергей Ткачев',18+,2007,3,50
995,'Женский приговор',7.4,15502,'Россия',детектив,'Алексей Праздников',18+,2022,1,44
996,'Доктор Надежда',7.7,15499,'Украина',мелодрама,'Максим Гуленко',18+,2021,?,?
997,'Охотники за головами',7.2,15486,'Россия',детектив,'Иван Шурховецкий',18+,2014,3,45
998,'Поймай мне убийцу',7.2,15472,'Великобритания',детектив,'Рене ван Ройен',18+,2024,1,47
999,'Поездка за счастьем',7.3,15444,'Россия',мелодрама,'Роман Барабаш',12+,2016,1,?
1000,'Цветок, что распускается по ночам',8.0,15404,'Корея Южная',комедия,'Чан Тхэ-ю',18+,2024,1,60
